Product_code,Vendor_code,Name,Retail_price,Base_unit,Country_of_Origin,Size,ABV
3149,Brewski,Brewski Meerkat Madness 0.33,490.0,Pieces,Sweden,0.33,6.0
3135,Brewski,Brewski Meerkat Madness Barrel20,1200.0,Liters,Sweden,1.0,6.0
1165,Brewski,Brewski Monday Every Day / IPA,960.0,Liters,Sweden,1.0,6.6
1173,Brewski,"Brewski Monday Everyday IPA / IPA / 6,5% / 0,33",400.0,Pieces,Sweden,0.33,6.6
4961,Brewski,Brewski Monkey In A Pinata 0.33,480.0,Pieces,Sweden,0.33,5.5
3150,Brewski,Brewski Mother Gose 0.33,480.0,Pieces,Sweden,0.33,3.5
3410,Brewski,Brewski Mother Gose Barrel20,1320.0,Liters,Sweden,1.0,3.5
3151,Brewski,Brewski Mouth Full Of Joy 0.33,500.0,Pieces,Sweden,0.33,4.0
1850,Brewski,"Brewski Mystery Monster IPL / 0,33",420.0,Pieces,Sweden,0.33,6.0
1849,Brewski,Brewski Nemesis IPA/Nemezis IPA,430.0,Pieces,Sweden,0.33,7.4
3860,Brewski,Brewski No Brainer IPA 0.33,500.0,Pieces,Sweden,0.33,6.0
2726,Brewski,Brewski NoMoreMango 20L,1440.0,Liters,Sweden,1.0,11.5
371,Brewski,Brewski Pango IPA 0.33,480.0,Pieces,Sweden,0.33,5.9
1500,Brewski,Brewski Pango IPA Barrel,960.0,Liters,Sweden,1.0,5.9
4553,Brewski,Brewski Passionate Beeting 0.33,490.0,Pieces,Sweden,0.33,4.6
1687,Brewski,Brewski Passionfeber IPA,960.0,Liters,Sweden,1.0,7.0
155,Brewski,Brewski Passionfeber IPA 0.33,460.0,Pieces,Sweden,0.33,6.5
2903,Brewski,Brewski Passionfeber IPA Barrel 20L,1120.0,Liters,Sweden,1.0,7.0
3413,Brewski,Brewski Pear Bear Graf 0.33,520.0,Pieces,Sweden,0.33,4.9
3699,AF Brew,Brewski Pear Bear Graf Barrel20,1240.0,Liters,Russia,1.0,4.9
372,Brewski,"Brewski Persikofeber / IPA / 6,5% / 0,but.",400.0,Pieces,Sweden,0.33,6.5
1611,Brewski,Brewski Pineapple Unplugged APA,400.0,Pieces,Sweden,0.33,4.7
2026,Brewski,Brewski Pineapple Unplugged APA/Pajnepl Anplagged,960.0,Liters,Sweden,1.0,4.7
2062,Brewski,Brewski Pink Pony - Berliner Weisse,440.0,Pieces,Sweden,0.33,4.2
2904,Brewski,Brewski Pink Pony Reloaded 0.33,500.0,Pieces,Sweden,0.33,4.7
1794,Brewski,Brewski Red Robot 0.33,460.0,Pieces,Sweden,0.33,7.5
1378,Brewski,Brewski Red Robot DIPA Barrel 20l,960.0,Liters,Sweden,1.0,7.5
3411,Brewski,Brewski Red Robot DIPA Barrel20,1080.0,Liters,Sweden,1.0,7.5
2058,Brewski,Brewski Rye Stick APA 5%,440.0,Pieces,Sweden,0.33,5.0
2235,Brewski,"Brewski Samurai Sauce 10,5% Barrel",1280.0,Liters,Sweden,1.0,10.5
2060,Brewski,Brewski Samurai Sauce 10.5%,540.0,Pieces,Sweden,0.33,10.5
2257,Brewski,"Brewski Samurai Sauce Imperial Stout 10,9% / 0,33",550.0,Pieces,Sweden,0.33,10.9
4758,Brewski,Brewski Scarecrow 0.33,520.0,Pieces,Sweden,0.33,7.0
4342,Brewski,Brewski Seaberry Furricane 0.33,460.0,Pieces,Sweden,0.33,4.7
4757,Brewski,Brewski Seminole Adonis 0.33,570.0,Pieces,Sweden,0.33,5.6
3433,Brewski,Brewski Show Me The Money DIPA 0.33,540.0,Pieces,Sweden,0.33,8.5
3427,Brewski,Brewski Show Me The Money DIPA Barrel20,1320.0,Liters,Sweden,1.0,8.5
3859,Brewski,Brewski Silent Whisper 0.33,670.0,Pieces,Sweden,0.33,10.0
3858,Brewski,Brewski Sour Envy IPA 0.33,480.0,Pieces,Sweden,0.33,6.0
4962,Brewski,Brewski Split Vision IPA 0.33,530.0,Pieces,Sweden,0.33,5.9
3857,Brewski,Brewski Stand Tall 0.33,520.0,Pieces,Sweden,0.33,4.5
4756,Brewski,Brewski Strawberry Pie 0.33,550.0,Pieces,Sweden,0.33,4.0
568,Brewski,"Brewski Stuntman Toad / barleywine / 10,9% / 0,but.",380.0,Pieces,Sweden,0.33,10.9
2258,Brewski,"Brewski Sweet Cup Milkshake BW 4,7% / 0,33",530.0,Pieces,Sweden,0.33,4.7
4343,Brewski,Brewski The Lift Off Game 0.33,620.0,Pieces,Sweden,0.33,12.5
1610,Brewski,Brewski Three Fourteen IPA,440.0,Pieces,Sweden,0.33,5.9
4344,Brewski,Brewski Tiki Tiki 0.33,520.0,Pieces,Sweden,0.33,5.1
2707,Brewski,"Brewski Tres Piernas 0,33",420.0,Pieces,Sweden,0.33,5.3
4554,Brewski,Brewski Triple Berry Pie 0.33,510.0,Pieces,Sweden,0.33,3.5
4536,Brewski,Brewski Triple Berry Pie Barrel20,1400.0,Liters,Sweden,1.0,3.5
4555,Brewski,Brewski Triple Threat IPA 0.33,550.0,Pieces,Sweden,0.33,10.0
3414,Brewski,Brewski Way Way Green DIPA 0.33,520.0,Pieces,Sweden,0.33,8.0
3856,Brewski,Brewski We Are All Mad Here 0.33,470.0,Pieces,Sweden,0.33,5.5
4556,Brewski,Brewski What Does the Fox Say? 0.33,480.0,Pieces,Sweden,0.33,6.5
1172,Brewski,"Brewski x Alefarm - Stone the Crows IPA 0,33",480.0,Pieces,Sweden,0.33,6.5
3134,Brewski,Brewski You Know It Gurl Barrel20,1240.0,Liters,Sweden,1.0,8.0
3834,Brewski,Brewski Disco Dunke Barrel20,1200.0,Liters,Sweden,1.0,6.0
4335,Brewski,Brewski Second Base Barrel,1280.0,Liters,Sweden,1.0,8.0
2580,Bristol Brewing Company,"Bristol Beehive Honey Wheat 0,355",180.0,Pieces,USA,0.355,4.4
2578,,Bristol Brewing Company,,,,,
3689,Bristol Brewing Company,Bristol Brewing Old No.Barley Wine 0.355,450.0,Pieces,USA,0.355,9.0
3690,Bristol Brewing Company,Bristol Brewing Old No.BARREL AGED Barley Wine 0.355 surguch,500.0,Pieces,USA,0.355,9.8
3691,Bristol Brewing Company,Bristol Brewing Wireless Warlock 0.355,610.0,Pieces,USA,0.355,7.0
2579,Bristol Brewing Company,"Bristol Compass IPA 0,355",180.0,Pieces,USA,0.355,6.9
2581,Bristol Brewing Company,"Bristol Laughing Lab Scottish Ale 0,355",370.0,Pieces,USA,0.355,5.4
5335,Bristol Brewing Company,Bristol World Peace Death Ray 0.355,370.0,Pieces,USA,0.355,8.0
4577,,BRLO,,,,,
4578,BRLO,BRLO Naked NON ALCOHOL 0.2% 0.33,280.0,Pieces,Germany,0.33,0.5
1708,,Brokreacja,,,,,
2780,,Brooklyn Brewery,,,,,
2783,Brooklyn Brewery,Brooklyn Brewery East IPA 0.355,350.0,Pieces,USA,0.355,6.9
2782,Brooklyn Brewery,Brooklyn Brewery Lager 0.355,350.0,Pieces,,0.355,5.2
2781,Brooklyn Brewery,Brooklyn Brewery Naranjito 0.355,350.0,Pieces,,0.355,4.5
4107,Brooklyn Brewery,Brooklyn East IPA Barrel30,880.0,Liters,,1.0,6.9
4106,Brooklyn Brewery,Brooklyn Lager Barrel30,880.0,Liters,,1.0,5.2
29,,Brouwerij Omer Vander Ghinste Bockor,,,,,
1442,,Brouwerij Van Steenberg,,,,,
1967,,Brussels Beer Project,,,,,
1968,Brussels Beer Project,Brussels Beer Project Juice Junkie / NE IPA,350.0,Pieces,Belgium,0.33,6.3
2390,Brussels Beer Project,"Brussels Beer Project True & False 8,3% 0,33",370.0,Pieces,Belgium,0.33,8.3
2566,Bullevie,"Bullevie Artisan Cidre Brut Nature 0,375",300.0,Pieces,Russia,0.375,6.0
2565,Bullevie,"Bullevie Artisan Cidre Brut Nature 0,75",500.0,Pieces,Russia,0.75,6.0
2568,Bullevie,"Bullevie Artisan Cidre Classique Nature 0,375",300.0,Pieces,Russia,0.375,6.0
2227,Bullevie,Bullevie Cider Brexit,300.0,Pieces,Russia,0.5,5.5
2228,Bullevie,Bullevie Cider Brexit Barrel,600.0,Liters,Russia,1.0,5.5
2225,Bullevie,Bullevie Sidra Vivizero / 0.5,300.0,Pieces,Russia,0.5,5.5
2226,Bullevie,Bullevie Sidra Vivizero Barrel,600.0,Liters,Russia,1.0,5.5
913,,Buxton,,,,,
1196,Omnipollo,Buxton & Omnipollo Original Lemon Meringue Ice Cream Pie / 30L,960.0,Liters,Sweden,1.0,6.0
1193,Omnipollo,"Buxton & Omnipollo Original Rocky Road Ice Cream / imperial porter / 10% / 0,33",800.0,Pieces,Sweden,0.33,10.0
2616,Buxton,"Buxton Axe Edge 0,33",380.0,Pieces,Sweden,0.33,6.8
4901,Buxton,Buxton Axe Edge 0.33,400.0,Pieces,Sweden,0.33,6.8
2973,Buxton,Buxton Axe Edge 0.44 Can,580.0,Pieces,Sweden,0.44,6.8
2844,Buxton,Buxton Clawtrack IPA Barrel 30L,960.0,Liters,Sweden,1.0,6.8
915,Buxton,"Buxton Deep Rainbow Valley Brett Edition / saison / 8,5% / 0,75",1350.0,Pieces,Sweden,0.75,8.5
2623,Buxton,"Buxton In the Zawn 0,44 Can",520.0,Pieces,Sweden,0.44,3.2
2981,Buxton,Buxton Medusa Bay Barrel30L,880.0,Liters,Sweden,1.0,5.9
2643,Buxton,"Buxton Medusa Bay IPA 0,44 Can",600.0,Pieces,Sweden,0.44,5.9
2620,Buxton,"Buxton Myrcia 0,33",210.0,Pieces,Sweden,0.33,4.0
4893,Buxton,Buxton Omnipollo Yellow Belly Barrel,1940.0,Liters,Sweden,1.0,11.0
2977,Buxton,Buxton Ramberget IPA 0.44 Can,580.0,Pieces,Sweden,0.44,7.2
914,Buxton,"Buxton Single Barrel Rain Shadow Bourbon / imperial stout BA / 12,2% / 0,33",600.0,Pieces,Sweden,0.33,12.2
2843,Buxton,"Buxton Snap Gate 0,44 Can",570.0,Pieces,Sweden,0.44,7.2
2613,Buxton,"Buxton Sonrisa 0,44 Can",620.0,Pieces,Sweden,0.44,4.7
916,Buxton,"Buxton Subluminal / imperial stout / 10% / 0,33",530.0,Pieces,Sweden,0.33,10.0
917,Buxton,"Buxton Superluminal / sour IPA / 7% / 0,33",400.0,Pieces,Sweden,0.33,7.0
2619,Omnipollo,"Buxton x Omnipollo Original Double Vanilla Ice Cream IIPA 0,33",700.0,Pieces,Sweden,0.33,8.0
3485,,CA Del Brado,,,,,
4155,,Ca Del Brado,,,,,
3486,CA Del Brado,CA Del Brado Cuvee De Pesga 0.375,1250.0,Pieces,Italy,0.375,7.8
3487,CA Del Brado,CA Del Brado Cuvee De Zrisa 0.375,1250.0,Pieces,Italy,0.375,7.8
4159,CA Del Brado,Ca Del Brado Invernomuto 0.375,1100.0,Pieces,Italy,0.375,6.3
4161,CA Del Brado,Ca Del Brado Oude Luiaard 0.375,1100.0,Pieces,Italy,0.375,7.1
4160,CA Del Brado,Ca Del Brado Pie Veloce Brux 0.375,1000.0,Pieces,Italy,0.375,7.4
4156,CA Del Brado,Ca Del Brado U Baccabianca 0.375,1100.0,Pieces,Italy,0.375,7.9
4157,CA Del Brado,Ca Del Brado U Baccarossa 0.375,1100.0,Pieces,Italy,0.375,7.9
4165,CA Del Brado,Ca Del Brado U Baccarossa Barrel20,1600.0,Liters,Italy,1.0,7.9
4158,CA Del Brado,Ca Del Brado Zena 0.375,990.0,Pieces,Italy,0.375,6.4
1675,Camin,Camin Sidra Natural / 6.0% / 0.7l,650.0,Pieces,Spain,0.7,6.0
1803,Red Button,Can Red Button 1,280.0,Pieces,Russia,0.5,12.0
1804,Red Button,Can Red Button 2,280.0,Pieces,Russia,0.5,12.0
1805,Red Button,Can Red Button 3,280.0,Pieces,Russia,0.5,12.0
1806,Red Button,Can Red Button 4,280.0,Pieces,Russia,0.5,12.0
1807,Red Button,Can Red Button 5,280.0,Pieces,Russia,0.5,7.1
1808,Red Button,Can Red Button 6,280.0,Pieces,Russia,0.5,8.0
2500,,Canada,,,,,
1156,,Canediguerra,,,,,
1157,Canediguerra,"Canediguerra Objekt 250 / fruit beer / 9,6% / 0,33",420.0,Pieces,Italy,0.33,9.5
606,,Cantillon,,,,,
2719,,Cantillon,,,,,
2720,Cantillon,"Cantillon Gueuze 0,375",950.0,Pieces,Belgium,0.375,5.5
3516,Cantillon,Cantillon Gueuze 0.75,1800.0,Pieces,Belgium,0.75,5.5
607,Cantillon,"Cantillon Gueuze 100% Lambic Bio / 5% / 0,375",800.0,Pieces,Belgium,0.375,5.5
2721,Cantillon,"Cantillon Kriek 0,375",1400.0,Pieces,Belgium,0.375,6.0
608,Cantillon,"Cantillon Kriek 100% Lambic / 5% / 0,375",950.0,Pieces,Belgium,0.375,5.5
3874,Cantillon,Cantillon Nath Barrel20,1650.0,Liters,Belgium,1.0,5.5
994,Cantillon,"Cantillon Rosé de Gambrinus / 5% / 0,375",950.0,Pieces,Belgium,0.375,5.5
3518,Cantillon,Cantillon Rose De Gambrinus 0.375,1350.0,Pieces,Belgium,0.375,5.0
3517,Cantillon,Cantillon Rose De Gambrinus 0.75,2200.0,Pieces,Belgium,0.75,5.0
5211,Cantillon,Captain Lawrence Hop Commander IPA 0.355,370.0,Pieces,Belgium,0.355,6.5
5210,Cantillon,Captain Lawrence Hop Commander IPA Barrel,1200.0,Liters,Belgium,1.0,6.5
5209,Cantillon,Captain Lawrence Tsitra Drim Barrel,1200.0,Liters,Belgium,1.0,7.0
3775,Kombucha,Caribou Kombucha,,,Russia,,
3776,Kombucha,Caribou Kombucha Klassicheskaja 0.33,200.0,Pieces,Russia,,
3777,Kombucha,Caribou Kombucha Smorodina Mozhzhevel'nik 0.33,200.0,Pieces,Russia,,
4049,Kombucha,Caribou Kombucha Smorodina Mozhzhevel'nik Barrel,480.0,Liters,Russia,,
3778,Kombucha,Caribou Kombucha Tarhun Kedr 0.33,200.0,Pieces,Russia,,
3943,Kombucha,Caribou Kombucha Hmel' 0.33,200.0,Pieces,Russia,,
4048,Kombucha,Caribou Kombucha Shipovnik Imbir' 0.33,200.0,Pieces,Russia,,
1048,,Cascade,,,,,
1323,Cascade,"Cascade Blackcap Raspberry / sour/wild ale / 6,55% / 0,75",3200.0,Pieces,USA,0.75,7.7
1325,Cascade,"Cascade Blueberry / sour/wild ale / 7,33% / 0,75",3200.0,Pieces,USA,0.75,8.5
2762,Cascade,Cascade Blueberry North West Style Sour Ale 0.75,3900.0,Pieces,USA,0.75,8.23
1049,Cascade,"Cascade Figaro / sour ale / 9,1% / 0.75",3000.0,Pieces,USA,0.75,9.1
2763,Cascade,Cascade Figaro 0.75,4500.0,Pieces,USA,0.75,9.1
2761,Cascade,"Cascade Kriek Ale 0,75",3900.0,Pieces,USA,0.75,7.4
1050,Cascade,"Cascade Kriek BA / sour ale / 7,1% / 0.75",2800.0,Pieces,USA,0.75,7.1
1324,Cascade,"Cascade Noyaux / sour/wild ale / 8,3% / 0,75",3800.0,Pieces,USA,0.75,8.3
4375,,Central Waters,,,,,
4312,Central Waters,Central Waters Ansatled New England IPA,430.0,Pieces,USA,0.355,6.8
4313,Central Waters,Central Waters Belgian Style Quadruple Ale 0.33,670.0,Pieces,USA,0.355,11.4
4320,Central Waters,Central Waters Bourbon Barrell Barleywine Barrel,1200.0,Liters,USA,1.0,13.0
4314,Central Waters,Central Waters Cassian Sunset 0.33,730.0,Pieces,USA,0.355,10.5
4315,Central Waters,Central Waters Peruvian Mornin,730.0,Pieces,USA,0.355,11.25
4316,Central Waters,Central Waters Stout Brewer's Reserve Bourbon BA 0.33,670.0,Pieces,USA,0.355,10.5
4776,Central Waters,Central Waters Strawberry Guava Barrel,1120.0,Liters,USA,1.0,5.7
4317,Central Waters,Central Waters Strawberry Guava Sour 0.33,480.0,Pieces,USA,0.355,5.7
4311,Central Waters,Central Waters Vanilla Bean Stout 0.33,740.0,Pieces,USA,0.355,11.9
2666,Chang,Chang 0.32,250.0,Pieces,China,0.32,5.0
2595,Chang,"Chang Classic Lager 0,5",300.0,Pieces,China,0.5,5.0
365,Sobolev,Cheddar cheese,300.0,Pieces,Russia,,
380,Sobolev,Cheese Belper Knolle / Shanklish,300.0,Pieces,Russia,,
527,Sobolev,Cheese Cachiokovallo Smoked 100 gr,250.0,Pieces,Russia,,
526,Sobolev,Cheese Caciotta 100 gr,250.0,Pieces,Russia,,
2142,Fratelli,Cheese Fratelli Blue Gorgonzola,350.0,Pieces,Russia,,
355,Fratelli,Cheese Fratelli Burratta 150 gr,300.0,Pieces,Russia,,
2144,Fratelli,Cheese Fratelli Goat Camemberti 100 gr,350.0,Pieces,Russia,,
2140,Fratelli,Cheese Fratelli La Chevre d'Oro goat 100 gr,350.0,Pieces,Russia,,
2141,Fratelli,Cheese Fratelli Mont Blanc with white mold,250.0,Pieces,Russia,,
363,Fratelli,Cheese Fratelli Ricotta al Forno 150 gr,300.0,Pieces,Russia,,
361,Fratelli,Cheese Fratelli Scamorza with caraway seeds 100 gr,250.0,Pieces,Russia,,
359,Fratelli,Cheese Fratelli Scamorza with dill 100 gr,250.0,Pieces,Russia,,
360,Fratelli,Cheese Fratelli Scamorza with paprika 100 gr,250.0,Pieces,Russia,,
357,Fratelli,Cheese Fratelli Scamorza with rosemary 100 gr,250.0,Pieces,Russia,,
362,Fratelli,Cheese Fratelli Scamorza with thyme 100 gr,250.0,Pieces,Russia,,
381,Fratelli,Cheese Gorgonzola,350.0,Pieces,Russia,,
899,Sobolev,Cheese La Manche goat / bovine,350.0,Pieces,Russia,,
2105,Sobolev,Cheese Limburger,350.0,Pieces,Russia,,
383,Rezhano,Cheese Rezhano Caciotta with paprika 100 gr,250.0,Pieces,Russia,,
382,Rezhano,Cheese Rezhano Caciotta with pink pepper 100 gr,250.0,Pieces,Russia,,
384,Rezhano,Cheese Rezhano Caciotta with Provencal herbs 100 gr,250.0,Pieces,Russia,,
395,Rezhano,Cheese Rezhano Montasio 100 gr,250.0,Pieces,Russia,,
394,Rezhano,Cheese Rezhano Scamorza with dill 100 gr,,Pieces,Russia,,
898,Sobolev,Cheese Rocamadour / Trou de Cruus 2pcs,350.0,Pieces,Russia,,
2143,Sobolev,Cheese Saint-Mor / Black Pearl,350.0,Pieces,Russia,,
882,Sobolev,Cheese Sobolev Roquefort,,Pieces,Russia,,
364,Sobolev,Cheese Stilton,350.0,Pieces,Russia,,
348,,Cheeses,,,,,
5093,,Chimay,,,,,
2167,Chimay,Chimay Blue,450.0,Pieces,Belgium,0.33,9.0
4778,,China,,,,,
1147,,China/Thailand,,,,,
888,Christian Drouin,Christian Drouin Cidre Bouche Brut de Normandie / 4.5% / 0.75l,1100.0,Pieces,France,0.75,4.5
699,,Cider,,,,,
1724,Bembel,Cider apple Natural Bembel Apfelwein Pur,600.0,Liters,Germany,1.0,6.0
732,Shedrin,Cider apple Shedrin dry,180.0,Pieces,Russia,0.5,6.0
729,Shedrin,Cider apple Shedrin dry l.,480.0,Liters,Russia,1.0,6.0
733,Shedrin,Cider apple Shedrin semi-dry,180.0,Pieces,Russia,0.5,6.0
730,Shedrin,Cider apple Shedrin semi-dry l.,480.0,Liters,Russia,1.0,6.0
3810,Jaanihanso,Cider apple sparkling Jaanihanso Hopped Dry Craft,960.0,Liters,Estonia,1.0,5.5
2441,,"Cider Araeta Sagardotegia Pear 6% 0,75",650.0,Pieces,,0.75,6.0
1651,,Cider Aspall Suffolk Draught Cyder / 5.5% / 0.5l,480.0,Pieces,,0.5,5.5
4585,,Cider BELCIDER Original Semidry Barrel,600.0,Liters,,1.0,5.7
222,Bellot,Cider Bellot Cidre de Cru du Pays d’Othe Brut / 5.0% / 0.75l,770.0,Pieces,France,0.75,5.0
1486,,Cider Bullevie Grand Reserve Demi-Sec 5.5%/0.75 but,700.0,Pieces,Russia,0.75,5.5
212,Camin,Cider Camin Sidra Natural Camin De Manzana Seleccionada / 6.0% / 0.7l,700.0,Pieces,Spain,0.7,6.0
677,White Hag,Cider Cider Tavarn / domkrat,800.0,Liters,France,1.0,5.0
3933,,Cider Cidre Bio Val De Rance Barrel20,800.0,Liters,,1.0,4.0
1198,,"Cider Cidre Brut La Bolee Bretone 0,75",600.0,Pieces,,0.75,5.0
4828,,"Cider Cidre Brut La Bolee Bretone 0,75",,Pieces,,0.75,5.0
4185,,Cider Cidre Brut Val De Rance Barrel20,800.0,Liters,,1.0,4.5
5054,,Cider Cidre De Lalobbe Les Bulles Ardennaises 0.75,1350.0,Pieces,,0.75,6.0
4060,Cornish,Cider Cornish Orchards Blush Cider Barrel30,720.0,Liters,United Kingdom,1.0,4.0
4785,Cornish,Cider Cornish Orchards Gold Cider 0.5,450.0,Pieces,United Kingdom,0.5,5.0
5169,,Cider dry Barbourne Cider Oak Cask 0.75,1100.0,Pieces,,0.75,6.0
1790,,Cider dry Barkaiztegi 0.75,750.0,Pieces,,0.75,6.0
4520,,Cider dry Barkaiztegi Barrel,800.0,Liters,,1.0,6.0
1371,Department of Cider Making,"Cider dry Department of Cider Making 0,5",140.0,Pieces,Russia,0.5,5.5
1372,Department of Cider Making,"Cider dry Department of Cider Making 0,7",180.0,Pieces,Russia,0.7,5.5
1791,,Cider dry Natural BARCASTAGS Premium del Pais Vasco Esco,900.0,Pieces,,0.75,6.0
5170,,Cider dry Ross On Wye Balls Bittersweet 0.5,440.0,Pieces,,0.5,6.0
5168,,Cider dry Ross On Wye Browns - Brown Snout Natural Cider 0.75,1100.0,Pieces,,0.75,6.0
5158,,Cider dry Ross On Wye Ellis Bitter Blend Cider 0.5,480.0,Pieces,,0.5,6.0
5161,,Cider dry Ross On Wye Michelin Cider 0.5,480.0,Pieces,,0.5,6.0
5155,Templars,Cider dry Templars Normandy Dry Pure Juice Cider 0.5,660.0,Pieces,,0.5,6.0
3696,,Cider dry BARKAIZTEGI GORENAK Natural Barrel30,800.0,Liters,,1.0,6.0
4269,,Cider dry Brum Farm Sajder 10L,800.0,Liters,,1.0,6.0
1373,,Cider dry Kafedra Ciderodelija Barrel,400.0,Liters,,1.0,5.5
4284,,Cider dry OAK Kask 10L,800.0,Liters,,1.0,6.0
2599,,"Cider Duche de Longueville / cidre brut / 4,5% / 0.5 NOVYJ",470.0,Pieces,,0.5,4.5
683,,Cider Duche de Longueville / cidre brut / 5% / 0.75,700.0,Pieces,France,0.75,5.0
4264,,Cider Dudda's Tun Disco Cider 0.33,380.0,Pieces,,0.33,5.6
4263,,Cider Dudda's Tun Salted Caramel Cider 0.5,500.0,Pieces,,0.5,4.0
2853,FFF Brew,Cider FFF - Sector Gose DH Gose 5% / Acid Mango Gose 6% / Barrel202,600.0,Liters,Russia,1.0,6.0
4696,FFF Brew,Cider FFF Guilty Pleasure Barrel,600.0,Liters,Russia,1.0,4.9
2442,,"Cider Fournier Cidre Artisanal Brut 4,5% 0,33",330.0,Pieces,,0.33,4.5
2969,,"Cider Fournier Cidre Artisanale De Normandie 4,5%",680.0,Liters,,1.0,4.5
2794,,Cider Fournier Cidre De Normandie 0.75,600.0,Pieces,,0.75,4.5
3556,,Cider Fournier Cidre Rose 0.33,350.0,Pieces,,0.33,3.0
5038,,Cider Fournier Cidre Rose 0.75,650.0,Pieces,,0.75,3.0
3919,,Cider Fruktstereo Cider Revolution 0.33,620.0,Pieces,,0.33,5.6
3352,,Cider Fruktstereo Definitely Cider 1.5,3500.0,Pieces,,1.5,6.0
3916,,Cider Fruktstereo Punkquette 0.33,500.0,Pieces,,0.33,3.5
3917,,Cider Fruktstereo Punkquette Light 0.33,450.0,Pieces,,0.33,2.25
3918,,Cider Fruktstereo This Is Not A Cider 0.33,480.0,Pieces,,0.33,3.25
4276,,Cider Gwatkin Foxwhelp Cider 0.75,720.0,Pieces,,0.75,6.0
4323,,Cider Hawkes Dead & Berried Mixed Berry 0.5,420.0,Pieces,,0.5,4.0
4328,,Cider Hawkes Urban Orchard Cider 0.33,300.0,Pieces,,0.33,4.5
4267,,Cider Hecks Dry Cider 0.5,450.0,Pieces,,0.5,6.0
4281,,Cider Hogan's Hip Hop Cider 0.5,420.0,Pieces,,0.5,4.0
4279,,Cider Hogan's Killer Sharp Cider 0.5,430.0,Pieces,,0.5,5.8
4280,,Cider Hogan's Peaty Dry Cider 0.5,430.0,Pieces,,0.5,5.8
4796,Holy Jack,Cider Holy Jack / First Press 0.5,330.0,Pieces,Russia,0.5,5.5
2006,Holy Jack,Cider Holy Jack 0.5,330.0,Pieces,Russia,0.5,4.5
5045,Holy Jack,Cider Holy Jack 0.75,600.0,Pieces,Russia,0.75,5.5
4797,Holy Jack,Cider Holy Jack h4 0.33,300.0,Pieces,Russia,0.33,5.0
3806,,Cider Jaanihanso Doux 0.75,1300.0,Pieces,,0.75,5.8
3808,,Cider Jaanihanso Rose 0.375,800.0,Pieces,,0.375,6.0
3809,,Cider Jaanihanso Sec 0.375,800.0,Pieces,,0.375,5.8
3807,,Cider Jaanihanso Siider Humalaga 0.33,500.0,Pieces,,0.33,5.5
1215,,Cider Jaanihanso Siider Konjakivaadi Sobre La Madre 0.375,800.0,Pieces,,0.7,6.0
4274,,Cider Jolter Press Chiel Jersey 0.5,580.0,Pieces,,0.5,6.0
4272,,Cider Jolter Press Traditional 0.5,530.0,Pieces,,0.5,6.0
4790,,Cider Kerisac Breton Brut !6%! Barrel,800.0,Liters,,1.0,6.0
675,Kerisac,Cider Kerisac Breton Brut / cider / 4.5% / 0.75,600.0,Pieces,France,0.75,4.5
1019,,Cider Kerisac Breton Brut 5% Barrel,800.0,Liters,,1.0,5.0
4184,,Cider Kerisac Breton Brut Cidre 6% Barrel20,800.0,Liters,,1.0,6.0
2094,Kerisac,Cider Kerisac Breton Cider 0.33,330.0,Pieces,France,0.33,5.5
2095,Kerisac,Cider Kerisac Breton Cider 1L,650.0,Pieces,France,1.0,4.0
530,Kerisac,Cider Kerisac Cidre Breton Brut / 4.5% / 0.25l,250.0,Pieces,France,0.25,5.0
579,Kerisac,Cider Kerisac Cidre Breton Brut / 4.5% / 1.0l,650.0,Pieces,France,1.0,4.5
213,Kerisac,Cider Kerisac Cidre Breton Brut Traditionnel / 4.5% / 1.0l,650.0,Pieces,France,1.0,6.0
216,Kerisac,Cider Kerisac Cidre Breton Brut Traditionnel / 5.5% / 0.25l,240.0,Pieces,France,0.25,6.0
676,Kerisac,Cider Kerisac Cuvee Speciale Bouche Breton Brut / cider / 5% / 0.75,730.0,Pieces,France,0.75,5.0
2564,,Cider La Branche apple demi sec Barrel 30L,480.0,Liters,,1.0,5.5
3813,,Cider La Sidra de San Sebastian Natural 0.75,700.0,Pieces,,0.75,6.0
1216,,"Cider La Source du Verger Brut / 0,75",700.0,Pieces,,0.75,4.5
3169,,Cider Le Clos Fleuri 0.33,330.0,Pieces,,0.33,4.5
4521,,Cider Le Clos Fleuri 1L,650.0,Pieces,,1.0,4.5
4522,,Cider Le Clos Fleuri Poire 0.75,700.0,Pieces,,0.75,3.5
4792,,Cider Le Paulmier Poire D'Artisan 0.275,400.0,Pieces,,0.275,5.0
397,Le Paulmier,"Cider Le Paulmier Poiret dju Bokazh os be d'obepin / 3,5% / 0,375 / but",1100.0,Pieces,France,0.375,3.5
4278,,Cider Legacy Medium Dry 0.5,520.0,Pieces,,0.5,5.0
5001,,Cider Lervig Rubinstep Apple Cider 0.33,520.0,Pieces,,0.33,5.4
220,Les Vergens du Cotentin,"Cider Les Vergens du Cotentin Cidre Bouche Brut / cider brut / 4,5% / 0,75 / but",550.0,Pieces,France,0.75,4.5
4896,,Cider Lindheim Cider Bourbon 0.375,1300.0,Pieces,,0.375,6.0
3921,,Cider Lindheim Cider Rose 0.375,1300.0,Pieces,,0.375,6.0
5003,,Cider MacIvors Medium Cider 0.5,520.0,Pieces,,0.5,4.5
